ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
127,117,Gauri Nadig,63.0,10.0,7,3,F
128,118,Girindra Sura,25.0,2.0,1,3,M
129,119,Forum Dixit,48.0,,7,2,F
130,120,Eshana Narasimhan,71.0,6.0,6,1,F
131,121,Guneet Chhabra,49.0,4.0,5,5,M
132,122,Ekbal Dani,60.0,,3,2,M
133,123,Ekaraj Dara,69.0,4.0,6,3,M
134,124,Prisha Mital,59.0,3.0,5,2,F
135,125,Nitara Karpe,53.0,11.0,1,4,F
136,126,Chatura Barman,68.0,5.0,5,1,M
137,127,Yashica Bahri,69.0,9.0,6,4,F
138,128,Neha Sant,24.0,6.0,2,5,F
139,129,Dayamai Sastry,74.0,7.0,7,3,F
140,130,Zaitra Keer,64.0,11.0,2,3,F
141,131,Anusha Tripathi,26.0,1.0,3,2,F
142,132,Yug Anne,75.0,6.0,4,4,M
143,133,Xiti Dhaliwal,23.0,6.0,7,3,F
144,134,Kai Bhakta,40.0,1.0,6,3,M
145,135,Oni Dhingra,73.0,,7,4,T
146,136,Libni Chowdhury,69.0,1.0,6,5,F
147,137,Frado Sachdeva,21.0,11.0,3,5,M
148,137,Eshana Parmar,40.0,7.0,2,2,F
149,138,Vaishnavi Nagar,49.0,1.0,5,5,F
150,139,Widisha Prabhu,48.0,6.0,5,1,F
151,139,Varenya Kamdar,40.0,9.0,1,5,F
152,140,Harish Sule,52.0,11.0,2,3,M
153,141,Abeer Bhasin,40.0,,4,3,M
154,142,Sachi Venkataraman,62.0,9.0,2,5,F
155,143,Hiral Cherian,24.0,6.0,7,3,F
156,144,Madhavi Dua,50.0,7.0,1,4,T
157,145,Sneha Keer,52.0,,7,1,F
158,146,Tanish Deep,58.0,6.0,1,3,M
159,147,Nirja Ravi,50.0,,1,3,F
160,148,Kabir Peri,38.0,1.0,7,1,M
161,149,Rushil Nazareth,65.0,3.0,7,1,M
162,150,Ojasvi Malhotra,73.0,5.0,5,3,F
163,151,Udarsh Bava,30.0,,2,2,M
164,152,Fariq Bose,60.0,10.0,2,5,M
165,153,Charan Seshadri,48.0,,1,5,M
166,154,Ranveer Loyal,75.0,,3,5,M
167,155,Oni Sawhney,60.0,4.0,6,2,F
168,156,Meghana Bera,21.0,4.0,6,3,F
169,157,Ishita Bansal,29.0,4.0,5,1,F
170,157,Pratyush Vyas,72.0,7.0,6,5,M
171,158,Rishi Rout,21.0,10.0,5,3,M
172,159,George Karpe,49.0,8.0,4,2,M
173,160,Sudiksha Mall,59.0,6.0,2,5,F
174,161,Michael Rau,,1.0,7,1,M
175,162,Charita Bhatnagar,70.0,2.0,5,5,F
176,163,Chasmum Varughese,25.0,2.0,7,1,F
177,164,Deepa Mahajan,49.0,9.0,1,3,F
178,165,Maya Trivedi,75.0,,1,4,F
179,166,Liam Bhatt,22.0,5.0,5,1,M
180,167,Yagnesh Batta,57.0,5.0,6,1,M
181,168,Damyanti Prashad,53.0,3.0,6,3,F
182,169,Chatura Devi,24.0,10.0,4,4,M
183,170,Gauri Kamdar,74.0,4.0,2,2,F
184,171,Bhavna Chakraborty,21.0,6.0,4,5,F
185,171,Ekbal Kulkarni,54.0,10.0,3,1,M
186,172,Ridhi Chadha,23.0,10.0,3,2,F
187,173,Jonathan Ramesh,65.0,2.0,3,4,M
188,174,Aryan Biswas,66.0,1.0,7,2,M
189,175,Kabir Seshadri,22.0,2.0,7,2,M
190,176,Girish Dhar,32.0,9.0,6,1,M
191,177,Tamanna Mand,54.0,9.0,3,3,F
192,178,Ria Dhar,,2.0,4,4,F
193,179,Kamala Mangat,39.0,7.0,3,5,F
194,180,Nicholas Muni,19.0,10.0,4,2,M
195,181,Oeshi Chad,28.0,9.0,2,2,F
196,182,Harini Salvi,27.0,11.0,1,2,F
197,183,Atharv Thaker,21.0,4.0,1,3,M
198,184,Tejas Sampath,39.0,9.0,3,3,M
199,184,Daniel Karnik,45.0,11.0,7,4,M
200,185,Chatura Patla,58.0,11.0,6,3,M
201,186,Arya Wali,51.0,9.0,4,1,F
202,187,Yug Panchal,62.0,4.0,5,5,M
203,188,Parth Contractor,70.0,11.0,1,5,M
204,189,Isaac Nagar,46.0,5.0,1,1,M
205,190,Sara Bakshi,58.0,2.0,5,4,F
206,191,Oliver Bhagat,21.0,1.0,6,4,M
207,192,Ayush Barman,36.0,8.0,3,4,M
208,193,Nitesh Contractor,21.0,5.0,7,4,M
209,194,Gabriel Wason,73.0,6.0,7,5,M
210,195,Hitesh Agate,35.0,,3,1,M
211,196,Patrick Natarajan,46.0,,4,2,M
212,196,Indali Bora,46.0,11.0,6,1,F
213,197,Ishwar Loke,49.0,,6,2,M
214,198,Arya Chaudry,20.0,4.0,7,5,F
215,199,Ira Deshmukh,30.0,10.0,7,5,F
216,200,Yadavi Wason,65.0,8.0,5,2,F
217,200,Janya Warrior,36.0,7.0,4,3,F
218,201,Januja Zacharia,41.0,1.0,1,3,F
219,202,Pahal Muni,42.0,3.0,2,4,F
220,203,Qabil Karpe,38.0,8.0,3,3,M
221,204,Kashish Dugar,73.0,5.0,7,3,F
222,205,Yagnesh Sarin,41.0,5.0,6,2,M
223,206,Vamakshi Morar,51.0,11.0,4,2,F
224,207,Onkar Prabhu,50.0,2.0,7,3,M
225,208,Warhi Behl,47.0,4.0,7,5,F
226,209,Triveni Thaker,50.0,8.0,7,1,F
227,210,Reyansh Dua,20.0,9.0,5,5,M
228,211,Anjali Borra,65.0,,3,3,F
229,211,Neelima Pandit,64.0,10.0,3,4,F
230,212,Utkarsh Lal,27.0,5.0,7,3,M
231,213,Siya Swamy,75.0,4.0,2,1,F
232,214,Hardik Hari,28.0,4.0,7,5,M
233,215,Warda Lalla,33.0,2.0,1,4,F
234,216,Vincent Ratti,31.0,1.0,5,5,M
235,217,Ekapad Hayre,18.0,2.0,2,1,M
236,218,Ekaraj Sastry,73.0,10.0,6,5,M
237,218,Baljiwan Korpal,63.0,1.0,6,1,M
238,219,Dev Dave,53.0,10.0,1,5,M
239,220,Zansi Shan,27.0,7.0,6,4,F
240,221,Zilmil Sharma,69.0,10.0,4,2,F
241,222,Aachal Sachdev,41.0,9.0,3,5,F
242,223,David Yadav,65.0,3.0,6,4,M
243,224,Arya Aurora,55.0,10.0,1,2,F
244,225,Aarnav Varughese,50.0,,5,4,M
245,226,Chanakya Rastogi,33.0,10.0,6,5,M
246,227,Harshil Vasa,39.0,8.0,6,4,M
247,228,Vinaya Mammen,28.0,8.0,3,5,F
248,228,Hemani Chowdhury,66.0,11.0,7,5,F
249,229,Tanmayi Rajagopal,18.0,11.0,1,5,F
250,230,Ladli Loyal,41.0,8.0,2,5,F
251,231,Pahal Jaggi,68.0,1.0,7,1,F
252,232,Rajeshri Dewan,29.0,8.0,3,5,F
253,233,Sai Sant,73.0,10.0,5,5,F
254,234,Turvi Khanna,41.0,4.0,5,4,F
255,235,Advaith Sinha,64.0,7.0,3,4,M
256,236,Mason Bhatti,37.0,11.0,4,3,M
257,237,Riya Viswanathan,21.0,,1,5,F
258,238,Jagvi Sastry,62.0,,6,1,F
259,238,Lakshmi Behl,32.0,6.0,1,2,F
260,239,Jyoti Ray,40.0,1.0,3,2,F
261,240,Hema Kota,31.0,,2,5,F
262,241,Vihaan Varghese,37.0,11.0,7,2,M
263,241,Bishakha Atwal,30.0,11.0,5,2,F
264,242,Leela Grewal,61.0,9.0,3,5,F
265,243,Madhavi Kade,,1.0,4,3,F
266,244,Ekavir Krishnan,35.0,10.0,5,4,M
267,245,Jagdish Dhillon,73.0,1.0,1,5,M
268,246,Diya Kohli,52.0,11.0,5,5,F
269,247,Gautam Puri,50.0,10.0,7,5,M
270,248,Chandresh Bahl,59.0,,7,3,M
271,249,Geetika Majumdar,74.0,5.0,3,2,F
272,249,Omya Jani,62.0,11.0,2,2,F
273,250,Forum Magar,53.0,1.0,1,1,F
274,251,Girik Gola,69.0,10.0,5,3,M
275,251,Abeer Nagi,34.0,3.0,5,5,M
276,252,Gauri Rajagopal,63.0,11.0,7,3,F
277,253,Neel Hayre,49.0,2.0,1,4,M
278,254,Krisha Gera,18.0,2.0,1,2,F
279,255,Ronith Sekhon,50.0,5.0,5,1,M
280,256,Leena Murty,64.0,8.0,7,5,F
281,257,Gagan Rajan,67.0,9.0,4,4,M
282,257,Maanav Thaker,,7.0,5,4,M
283,258,Warda Anne,67.0,7.0,7,2,F
284,259,Vedant Kumer,22.0,11.0,1,2,M
285,260,Pranav Kota,73.0,6.0,1,3,M
286,261,Udarsh Rau,58.0,,2,2,M
287,262,Mohammed Rattan,43.0,,2,3,M
288,263,Balveer Kalita,75.0,,7,2,M
289,264,Lavanya Panchal,39.0,5.0,1,3,F
290,264,Deepa Gera,36.0,,4,2,F
291,265,Aarnav Bhatia,71.0,9.0,1,2,M
292,266,Ishaan Malhotra,29.0,6.0,3,3,M
293,267,Kritika Aurora,29.0,,3,3,F
294,268,Ojasvi Dixit,48.0,2.0,5,3,F
295,269,Simon Sahota,48.0,1.0,3,1,M
296,269,Balveer Saini,68.0,8.0,6,2,M
297,270,Arya Jaggi,26.0,1.0,4,3,F
298,271,Lakshit Mahajan,58.0,2.0,7,1,M
299,272,Banjeet Banik,54.0,10.0,4,1,M
300,273,Laban Chauhan,66.0,6.0,6,2,M
301,274,Anusha Shukla,59.0,10.0,1,5,F
302,275,Anusha Nagy,39.0,3.0,4,4,T
303,276,Abeer Venkataraman,27.0,6.0,6,4,M
304,277,Wridesh Batra,59.0,4.0,5,5,M
305,278,Jack Borra,41.0,11.0,5,3,M
306,279,Anmol Dhawan,60.0,11.0,3,1,M
307,280,Mohini Saraf,65.0,,6,1,F
308,281,Amruta Nagy,40.0,2.0,4,2,F
309,282,Gayathri Mander,35.0,1.0,3,3,F
310,283,Barkha Raja,26.0,11.0,2,2,F
311,284,Hritik Lala,66.0,4.0,4,1,M
312,285,Mekhala Palan,41.0,2.0,1,2,F
313,286,Aadi Bala,64.0,10.0,4,2,M
314,286,Victor Swamy,22.0,,1,5,M
315,287,Oliver Cherian,51.0,2.0,7,2,M
316,288,Yagnesh Mittal,47.0,3.0,4,2,M
317,289,Hitesh Soman,42.0,10.0,1,3,M
318,290,Oscar Devan,41.0,10.0,3,3,M
319,291,Tara Pandya,48.0,11.0,4,4,T
320,292,Watika Tripathi,65.0,5.0,3,3,F
321,293,Abhimanyu Misra,72.0,11.0,6,1,M
322,294,Tanmayi Dhawan,63.0,,5,4,F
323,295,Ekantika Karnik,57.0,2.0,7,3,F
324,296,Frado Sama,,2.0,3,4,M
325,297,Udant Ratta,46.0,6.0,7,3,M
326,298,Abdul Pal,69.0,9.0,3,1,M
327,299,Dev Mittal,55.0,6.0,1,4,M
328,300,Riya Dua,69.0,5.0,3,5,T
329,301,Urishilla Gandhi,39.0,2.0,7,4,F
330,302,Tamanna Banerjee,51.0,6.0,3,5,F
331,303,Pranav Sandhu,69.0,5.0,6,4,M
332,304,Bishakha Sharma,59.0,11.0,7,4,F
333,305,Kabir Rastogi,20.0,1.0,2,5,M
334,306,Bhavna Pau,,6.0,2,3,F
335,307,Nimrat Tata,50.0,,2,3,F
336,308,Maanas Choudhary,73.0,3.0,7,3,M
337,309,Anmol Minhas,56.0,10.0,4,2,M
338,310,Chaaya Chandran,54.0,5.0,7,2,F
339,310,Veda Bawa,45.0,7.0,3,4,F
340,311,Udarsh Dara,62.0,1.0,2,3,M
341,312,Devansh Koshy,49.0,1.0,2,3,M
342,313,Chandran Walia,52.0,,1,5,M
343,314,Tristan Batra,27.0,4.0,4,5,M
344,315,Gabriel Sathe,67.0,5.0,6,4,M
345,315,Upkaar Tata,30.0,4.0,5,3,M
346,316,Forum Venkataraman,18.0,1.0,3,2,F
347,317,Pranav Dua,51.0,4.0,1,1,M
348,318,Damini Vasa,36.0,10.0,3,2,F
349,318,Ekbal Nagar,47.0,4.0,6,3,M
350,319,Rayaan Oak,57.0,7.0,4,5,M
351,320,Yoshita Bala,53.0,11.0,1,1,F
352,321,Fitan Bir,64.0,11.0,3,5,M
353,322,Nakul Yohannan,50.0,7.0,2,3,M
354,323,Hamsini Dass,68.0,1.0,4,3,F
355,324,Irya Borra,21.0,7.0,7,3,F
356,325,Jhalak Mitra,29.0,2.0,3,4,F
357,326,Bahadurjit Kibe,50.0,3.0,3,2,M
358,327,Jatin Shenoy,32.0,,5,1,M
359,328,Rajeshri Bhat,67.0,3.0,1,1,F
360,329,Qabil Goswami,51.0,,4,1,M
361,330,Anmol Shankar,67.0,11.0,7,1,M
362,331,Fariq Toor,42.0,5.0,7,5,M
363,332,Ojasvi Kaur,64.0,7.0,2,4,F
364,333,Triveni Verma,34.0,10.0,7,3,F
365,334,Harshil Gera,41.0,,3,4,M
366,335,Kevin Pradhan,38.0,5.0,4,4,M
367,336,Anita Oommen,37.0,6.0,6,5,T
368,337,Oscar Chaudhari,43.0,,2,3,M
369,338,Finn Morar,72.0,1.0,1,2,M
370,339,Neha Acharya,65.0,3.0,2,4,F
371,340,Kevin Garg,40.0,9.0,7,1,M
372,341,Anvi Jaggi,42.0,10.0,7,4,F
373,341,Advaith Balakrishnan,34.0,7.0,4,1,M
374,342,Chandani Jayaraman,54.0,5.0,4,4,F
375,343,Lakshmi Lad,65.0,3.0,7,1,T
376,344,Daksha Thaman,46.0,11.0,5,5,F
377,345,Henry Dube,,11.0,2,4,M
378,346,Anirudh Hari,73.0,3.0,2,3,M
379,347,Isaac Warrior,49.0,10.0,5,5,M
380,348,Megha Hora,38.0,9.0,3,5,T
381,349,Nirja Sabharwal,62.0,1.0,5,4,F
382,350,Nakul Sen,65.0,4.0,3,5,M
383,351,Zayan Choudhury,45.0,11.0,4,5,M
384,352,Deepa Pillai,33.0,7.0,7,3,F
385,353,Chandresh Dhaliwal,59.0,9.0,5,5,M
386,354,Krish Bhasin,53.0,,1,1,M
387,355,Janani Swaminathan,44.0,8.0,4,3,F
388,356,Harinakshi Garg,34.0,10.0,3,1,F
389,357,Chanchal Thaker,67.0,11.0,4,4,F
390,358,Indrajit Khare,65.0,,5,3,M
391,359,Rudra Rao,49.0,3.0,3,5,M
392,360,Hemani Prakash,49.0,11.0,5,2,F
393,361,Liam Sahni,51.0,7.0,2,1,M
394,361,Udyati Kanda,47.0,10.0,5,5,F
395,362,Bhanumati Ahuja,38.0,6.0,4,3,F
396,363,Varsha Toor,38.0,10.0,5,4,F
397,364,Aarini Trivedi,50.0,,3,5,F
398,365,Lopa Raju,43.0,,5,3,F
399,366,Harini Dhaliwal,48.0,3.0,7,1,F
400,367,Hamsini Oza,,6.0,1,4,F
401,368,Oscar Uppal,43.0,4.0,3,4,M
402,368,Chavvi Wagle,68.0,8.0,3,2,F
403,369,Andrew Kapur,69.0,3.0,4,2,M
404,370,Hiral Thakkar,74.0,3.0,6,2,F
405,371,Neelima Muni,74.0,11.0,1,4,F
406,372,Pallavi Palla,42.0,6.0,3,3,F
407,373,Hardik Subramanian,19.0,,6,3,M
408,374,Samesh Shetty,31.0,,3,5,M
409,375,Mitesh Varghese,41.0,4.0,3,2,M
410,375,Yachana Soni,36.0,7.0,2,2,F
411,376,Anmol Bhargava,49.0,1.0,6,1,M
412,377,Daksh Guha,74.0,2.0,2,1,M
413,377,Jason Raghavan,31.0,,7,3,M
414,378,Fariq Wagle,38.0,11.0,7,5,M
415,379,Harshil Bawa,56.0,7.0,5,2,M
416,380,Logan Wali,31.0,10.0,5,3,M
417,381,Faqid Dar,68.0,8.0,6,4,M
418,382,Jackson Pradhan,69.0,3.0,4,4,M
419,382,Nachiket Kari,26.0,11.0,6,2,M
420,383,Gautam Badami,75.0,11.0,4,2,M
421,384,Panini Prabhakar,39.0,11.0,5,4,F
422,385,Ekani Bobal,65.0,5.0,2,1,F
423,386,Jeevika Bajwa,24.0,8.0,1,2,F
424,387,Janya Iyengar,19.0,6.0,5,5,F
425,388,Rushil Sagar,26.0,,6,4,M
426,388,Ekanta Buch,39.0,4.0,2,4,F
427,389,Zashil Agrawal,50.0,8.0,7,1,M
428,390,Vrinda Chauhan,26.0,6.0,3,4,F
429,391,Upasna Oak,36.0,2.0,6,1,F
430,392,Yahvi Dar,24.0,6.0,5,2,T
431,393,Aadi Bansal,18.0,10.0,7,4,M
432,394,Oni Sant,26.0,1.0,6,4,F
433,395,Devansh Borra,37.0,9.0,2,3,M
434,396,Kabir Bumb,53.0,11.0,6,4,M
435,397,Lekha Krish,61.0,2.0,1,4,F
436,398,Aarav Ganesan,26.0,1.0,3,2,M
437,399,Nitara Dash,43.0,2.0,7,1,F
438,400,Banjeet Chander,64.0,8.0,7,3,M
439,401,Fariq Mitter,59.0,4.0,7,3,M
440,402,Nitara Vaidya,57.0,9.0,4,5,F
441,403,Udyati Bhatia,23.0,3.0,4,2,F
442,404,Veer Bora,39.0,8.0,4,5,M
443,405,Rohan Kala,50.0,6.0,6,1,M
444,406,Aadi Ravi,51.0,8.0,5,1,M
445,407,Pooja Manne,30.0,5.0,1,1,F
446,408,Jagvi Badami,64.0,11.0,4,5,F
447,409,Warjas Desai,51.0,8.0,6,1,M
448,409,Rudra Palla,65.0,,2,3,M
449,410,Nidhi Morar,75.0,3.0,1,4,F
450,411,Arin Sekhon,37.0,,4,1,M
451,412,Dalbir Venkatesh,45.0,9.0,5,3,M
452,413,Rehaan Ram,,,6,3,M
453,414,Girish Ben,33.0,9.0,2,5,M
454,414,Jagat Guha,71.0,4.0,1,2,M
455,415,Balhaar Kalla,34.0,11.0,6,5,M
456,415,Tanay Halder,74.0,9.0,3,4,M
457,416,Lavanya Bal,28.0,4.0,1,5,F
458,417,Victor Saraf,30.0,7.0,2,5,M
459,418,Anya Agarwal,19.0,6.0,4,5,F
460,419,Jagat Vasa,53.0,2.0,2,3,M
461,420,Elijah Muni,19.0,2.0,7,3,M
462,421,Daniel Ravel,54.0,1.0,5,3,M
463,422,Ishaan Balan,44.0,10.0,4,4,M
464,423,Hritik Dutt,66.0,1.0,1,2,M
465,424,Omya Dugal,41.0,11.0,4,5,F
466,425,Jeremiah Balakrishnan,28.0,7.0,6,4,M
467,426,Chameli Lal,58.0,5.0,5,4,F
468,427,Anamika Shroff,21.0,1.0,3,3,F
469,427,Ekta Ravi,26.0,10.0,5,1,F
470,428,Yochana Panchal,68.0,5.0,6,4,F
471,429,Jasmit Bhalla,44.0,1.0,6,3,F
472,430,Tarak Divan,23.0,9.0,5,2,M
473,431,Saksham Bhatti,50.0,11.0,7,3,M
474,431,Isaac Kanda,61.0,11.0,4,3,M
475,432,Onkar Ahluwalia,67.0,7.0,7,5,M
476,432,Karan Patil,65.0,1.0,3,2,M
477,433,Indrajit Mital,43.0,10.0,5,4,M
478,434,William Kar,24.0,2.0,7,5,M
479,434,Zilmil Agarwal,58.0,7.0,2,4,F
480,435,Advika Karan,53.0,7.0,6,1,F
481,436,Samesh Chadha,55.0,11.0,7,1,M
482,437,Azad Puri,20.0,4.0,5,4,M
483,437,Janaki Gupta,58.0,,6,3,F
484,438,Nihal Datta,73.0,10.0,5,4,M
485,439,Sai Chaudhari,51.0,,1,4,M
486,440,Neelima Varughese,33.0,8.0,7,4,F
487,441,Wakeeta Goda,61.0,5.0,5,5,F
488,442,Kiaan Gandhi,60.0,1.0,4,4,M
489,443,Gunbir Sarkar,35.0,8.0,7,5,M
490,444,Zaitra Natt,24.0,3.0,6,3,F
491,445,Anmol Kata,50.0,,1,2,M
492,446,Harini Bajwa,41.0,4.0,4,5,F
493,447,Nicholas Narang,53.0,1.0,4,1,M
494,448,Yashodhara Chaudhari,27.0,11.0,7,1,F
495,448,Aayush Raman,18.0,7.0,5,4,M
496,449,Aryan Zachariah,63.0,3.0,6,2,M
497,450,Gopal Dhingra,64.0,9.0,4,5,M
498,451,Anjali Srinivasan,50.0,7.0,2,2,F
499,452,Utkarsh Goswami,58.0,8.0,5,5,M
500,453,Krish Mittal,51.0,11.0,7,5,M
501,454,Jeevika Luthra,23.0,2.0,4,3,F
502,455,Noah Walla,,5.0,1,1,M
503,456,Ayaan Mittal,63.0,7.0,2,1,M
504,457,Priya Chaudhuri,36.0,,3,1,F
505,458,Dominic Cheema,25.0,3.0,3,1,M
506,459,Aarini Nanda,29.0,1.0,7,4,F
507,460,Zilmil Talwar,47.0,2.0,3,1,F
508,461,Agastya Vohra,49.0,9.0,2,2,M
509,462,Pratyush Choudhury,72.0,1.0,1,4,M
510,463,Faris Savant,18.0,3.0,4,2,M
511,464,Watika Date,49.0,4.0,3,3,T
512,465,Upma Shetty,48.0,2.0,7,2,F
513,466,Raagini Narang,67.0,1.0,1,4,F
514,467,Ansh Sarin,29.0,7.0,6,5,M
515,468,Vincent Din,64.0,4.0,7,2,M
516,469,Ishanvi Andra,22.0,2.0,2,1,T
517,470,Laksh Sekhon,34.0,4.0,5,4,M
518,471,Udyati Shankar,18.0,7.0,6,4,F
519,471,Reva Mitter,61.0,5.0,2,5,F
520,472,Anmol Merchant,71.0,7.0,5,1,M
521,473,Pahal Rama,50.0,9.0,6,3,F
