EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
133,1,40,10,4,KGID100133,Alexander,1985-11-08,M,B-,0,2013-07-01
134,1,40,9,6,KGID100134,Aarnav,1997-10-06,M,O+,0,1996-08-28
135,1,40,7,4,KGID100135,Inaya,1973-11-09,F,AB+,0,2020-03-27
136,1,40,10,2,KGID100136,Chakradev,1977-05-17,M,O-,0,2002-12-23
137,1,40,9,4,KGID100137,Anmol,2002-09-11,M,A-,0,2022-03-20
138,1,40,10,3,KGID100138,Ojas,1991-07-27,M,B+,0,2019-12-02
139,1,40,10,3,KGID100139,Faqid,1970-01-04,M,A-,0,2017-09-06
140,1,40,10,2,KGID100140,Advik,1999-11-06,M,A+,0,2001-06-25
141,1,40,9,2,KGID100141,Rehaan,1967-09-20,M,B-,0,1997-01-22
142,1,40,10,1,KGID100142,Yuvraj,1981-05-31,M,A+,0,1996-12-09
143,1,40,10,6,KGID100143,Veer,1982-10-06,M,A-,0,2016-02-25
144,1,40,10,6,KGID100144,Balvan,1988-07-04,M,A-,0,2023-12-23
145,1,40,10,3,KGID100145,Yash,1976-08-12,M,B+,0,2001-01-13
146,1,40,10,5,KGID100146,Abdul,1997-06-09,M,O-,0,2013-04-25
147,1,40,7,3,KGID100147,Warinder,2002-07-18,M,B-,0,1997-02-27
148,1,41,10,1,KGID100148,Maanav,1995-10-16,M,O-,0,2018-03-30
149,1,41,10,1,KGID100149,Hredhaan,1984-12-12,M,B-,0,2000-04-05
150,1,41,5,5,KGID100150,Wazir,1980-06-20,M,O+,0,2013-06-13
151,1,41,6,4,KGID100151,Aryan,1985-03-02,M,A+,0,2000-11-19
152,1,41,9,4,KGID100152,Elijah,1978-09-15,M,O+,0,2024-10-21
153,1,41,6,4,KGID100153,Shaurya,1983-10-13,M,A+,0,2005-02-28
154,1,41,10,6,KGID100154,Luke,1987-01-09,M,B-,0,2003-11-23
155,1,41,9,3,KGID100155,Anmol,1989-10-07,M,A+,1,2009-08-08
156,1,41,7,5,KGID100156,Logan,1979-08-03,M,A-,0,2019-05-21
157,1,41,9,4,KGID100157,Harrison,1984-04-30,M,AB+,0,2019-05-25
158,1,41,10,5,KGID100158,Lucky,1988-01-17,M,A-,0,1999-01-16
159,1,41,10,2,KGID100159,Lopa,1970-10-22,F,B-,0,2022-04-25
160,1,41,10,2,KGID100160,Saksham,1987-12-29,M,A-,0,1999-12-16
161,1,41,9,5,KGID100161,Chakradev,1991-08-18,M,AB+,0,2023-11-26
162,1,41,7,6,KGID100162,George,1992-09-02,M,O-,0,2014-03-02
163,1,41,6,6,KGID100163,Rachit,1984-10-19,M,A-,0,2008-05-23
164,1,41,10,5,KGID100164,Sudiksha,1988-10-16,F,B+,0,2023-12-11
165,1,41,6,1,KGID100165,Shravya,1979-03-29,F,A+,0,2012-02-20
166,1,41,7,5,KGID100166,Kiaan,1999-01-08,M,O+,0,2005-11-07
167,1,41,10,4,KGID100167,Isaiah,1968-03-20,M,O+,0,2001-12-16
168,1,42,9,4,KGID100168,Praneel,1996-03-22,M,B-,0,2018-10-05
169,1,42,10,6,KGID100169,Ishaan,1972-08-03,M,O-,0,2017-04-20
170,1,42,10,6,KGID100170,Charan,1975-01-13,M,O-,0,2022-03-05
171,1,42,7,4,KGID100171,Pranit,1976-05-29,M,A-,0,2009-11-20
172,1,42,10,5,KGID100172,Lipika,1985-01-24,F,AB+,0,2016-05-07
173,1,42,10,3,KGID100173,Faris,2001-10-13,M,AB+,0,2019-05-16
174,1,42,6,3,KGID100174,Ansh,1995-07-22,M,AB+,0,2017-09-16
175,1,42,6,5,KGID100175,Sai,1983-10-18,M,A+,0,2020-01-31
176,1,42,10,4,KGID100176,Rushil,1977-03-12,M,O-,0,2023-05-17
177,1,42,7,5,KGID100177,Gaurangi,1970-04-16,F,AB+,0,2024-11-26
178,1,42,10,4,KGID100178,Qabil,1971-08-08,M,B-,0,2009-07-30
179,1,42,10,2,KGID100179,Dominic,2003-07-21,M,O+,0,2002-05-26
180,1,42,10,6,KGID100180,Chandran,1979-11-21,M,A-,0,2002-12-26
181,1,42,10,1,KGID100181,Ekaraj,1989-03-20,M,A-,0,2024-09-15
182,1,42,6,1,KGID100182,Qarin,1990-10-28,M,AB+,0,2012-05-15
183,1,43,9,6,KGID100183,Kritika,1972-10-01,F,O+,0,2010-04-25
184,1,43,6,4,KGID100184,Samaksh,1971-12-12,M,B+,0,2004-12-05
185,1,43,10,5,KGID100185,Ranbir,1974-10-15,M,A-,0,2020-01-21
186,1,43,10,4,KGID100186,Advik,1988-11-19,M,O+,0,2002-12-06
187,1,43,6,3,KGID100187,Raghav,1983-03-01,M,B-,0,2018-02-18
188,1,43,5,4,KGID100188,Faraj,1969-03-24,M,O-,0,2020-08-17
189,1,43,10,5,KGID100189,Bachittar,1993-11-05,M,O-,0,2017-08-23
190,1,43,10,2,KGID100190,Manthan,1979-09-03,M,B-,0,2004-06-11
191,1,43,6,4,KGID100191,Max,1979-03-06,M,A+,0,2000-04-13
192,1,43,6,4,KGID100192,Ekavir,1979-12-12,M,AB+,1,2024-02-08
193,1,43,7,2,KGID100193,Aarav,1981-11-17,M,AB+,0,2019-05-14
194,1,43,5,3,KGID100194,Frado,1970-11-13,M,O-,0,2013-03-18
195,1,43,10,4,KGID100195,Anita,2000-10-28,F,A+,0,2025-06-20
196,1,43,7,2,KGID100196,Charan,1977-12-13,M,A+,0,2002-10-08
197,1,43,10,6,KGID100197,Hema,1987-01-07,F,AB+,0,1998-04-02
198,1,43,6,5,KGID100198,Barkha,1996-07-01,F,AB+,0,2007-11-23
199,1,43,6,4,KGID100199,Ranveer,1981-07-18,M,O-,0,2015-06-29
200,1,43,10,6,KGID100200,Ekbal,1984-02-18,M,O+,1,2014-03-14
201,1,44,5,6,KGID100201,Jacob,1994-03-04,M,B-,0,2014-04-05
202,1,44,7,1,KGID100202,Neel,1985-08-29,M,A+,0,2017-07-26
203,1,44,10,4,KGID100203,Oliver,1988-01-15,M,B+,0,2022-06-17
204,1,44,7,2,KGID100204,Girish,1998-10-24,M,B+,0,1998-11-23
205,1,44,10,6,KGID100205,Samaksh,1995-01-03,M,B+,0,2011-10-15
206,1,44,10,6,KGID100206,Wriddhish,1993-01-29,M,O+,0,2015-10-07
207,1,44,6,4,KGID100207,Girik,1988-12-10,M,O+,0,1996-12-10
208,1,44,10,3,KGID100208,Gabriel,1994-05-26,M,A-,0,2006-07-09
209,1,44,7,4,KGID100209,Arunima,1968-07-01,F,O-,0,2013-06-29
210,1,44,6,1,KGID100210,Sai,1980-03-01,F,B+,0,2023-11-24
211,1,44,10,6,KGID100211,Advaith,1971-10-14,M,O+,0,2017-12-09
212,1,44,10,1,KGID100212,Zaitra,1983-12-29,F,A-,0,2002-01-19
213,1,44,5,5,KGID100213,Hemang,1981-12-25,M,B-,0,1996-11-16
214,1,44,10,2,KGID100214,Sai,1974-04-11,F,A-,0,2001-01-18
215,1,44,10,3,KGID100215,Qadim,1983-12-08,M,B-,0,2002-04-18
216,1,44,7,2,KGID100216,Ekansh,1989-02-27,M,B-,0,2011-09-15
217,1,44,10,4,KGID100217,Umang,1998-10-13,M,A+,0,2018-05-12
218,1,44,10,3,KGID100218,Qabil,1968-09-21,M,O+,0,2023-09-12
219,1,44,10,5,KGID100219,Tristan,1996-08-04,M,O+,0,2002-02-10
220,1,45,10,4,KGID100220,Yashoda,1997-11-07,F,O-,0,2022-09-27
221,1,45,6,4,KGID100221,Harini,1996-08-05,F,A+,0,2020-04-30
222,1,45,6,6,KGID100222,Chaman,2003-05-01,F,B-,0,2010-08-05
223,1,45,6,3,KGID100223,Ria,1971-08-26,F,A+,0,2009-11-01
224,1,45,9,4,KGID100224,Chatura,1995-01-21,M,O+,0,2007-09-23
225,1,45,9,6,KGID100225,Lakshit,2002-10-24,M,O+,0,2025-05-28
226,1,45,10,5,KGID100226,Gaurang,1969-12-09,M,O+,0,2020-06-21
227,1,45,10,4,KGID100227,Theodore,1970-02-01,M,B-,0,2017-01-06
228,1,45,10,1,KGID100228,Gaurav,2000-07-11,M,O+,1,2025-02-28
229,1,45,10,5,KGID100229,Chandresh,2003-01-19,M,B+,0,2013-05-07
230,1,45,6,6,KGID100230,Anthony,1969-02-14,M,A-,0,2008-04-09
231,1,45,10,4,KGID100231,Darpan,2001-11-30,M,B-,0,2015-05-31
232,1,46,6,3,KGID100232,Ishaan,1986-09-20,M,A+,0,2002-05-01
233,1,46,10,2,KGID100233,Mason,1982-06-12,M,O-,0,2015-07-10
234,1,46,10,6,KGID100234,Waida,1985-07-30,F,O+,0,1999-12-17
235,1,46,5,4,KGID100235,Ranveer,1991-09-17,M,A+,0,2006-08-17
236,1,46,9,1,KGID100236,Utkarsh,2001-06-21,M,A+,0,2012-11-21
237,1,46,10,5,KGID100237,Vedant,1984-06-06,M,B+,0,2022-03-29
238,1,46,10,2,KGID100238,Teerth,1987-09-23,M,O-,0,2012-04-19
239,1,46,10,5,KGID100239,Aarav,1987-04-11,M,A+,0,2003-12-04
240,1,46,5,5,KGID100240,Urvashi,1989-02-02,F,O+,0,2005-12-13
241,1,46,6,2,KGID100241,Orinder,1977-04-26,M,A+,0,2000-07-15
242,1,46,9,1,KGID100242,George,1976-05-18,M,B+,0,2009-11-14
243,1,46,10,1,KGID100243,Onkar,1999-11-03,M,B-,0,2020-06-03
244,1,46,10,5,KGID100244,Farhan,1974-03-09,M,A+,0,2016-12-06
245,1,46,9,6,KGID100245,Yug,1986-07-13,M,O-,0,2011-10-20
246,1,46,10,6,KGID100246,Pranav,1997-05-26,M,A+,0,2011-03-26
247,1,47,10,1,KGID100247,Meghana,1982-10-19,F,AB+,0,2016-03-02
248,1,47,6,3,KGID100248,Tarak,1980-02-13,M,A-,0,2019-01-21
249,1,47,9,5,KGID100249,Chandran,1976-10-19,M,A-,0,2023-10-10
250,1,47,9,3,KGID100250,Mohammed,1999-06-03,M,AB+,0,2007-10-13
251,1,47,7,1,KGID100251,Azad,1977-10-29,M,O-,0,2025-04-04
252,1,47,9,2,KGID100252,Osha,1993-06-04,F,AB+,0,2015-10-21
253,1,47,10,4,KGID100253,Jason,1999-03-24,M,AB+,0,2003-08-28
254,1,47,10,6,KGID100254,Tanay,1979-01-18,M,O+,0,2001-12-26
255,1,47,6,1,KGID100255,Farhan,2002-01-26,M,A+,0,2008-11-15
256,1,47,10,6,KGID100256,Ekavir,1982-01-27,M,O+,0,2004-07-15
257,1,47,9,5,KGID100257,Ansh,1986-01-19,M,A-,0,2008-11-09
258,1,47,10,6,KGID100258,Shivansh,1989-08-07,M,O-,0,2024-12-26
259,1,47,10,3,KGID100259,Wishi,1999-05-13,F,A-,0,2021-12-06
260,1,47,9,2,KGID100260,Zayyan,1989-06-12,M,B-,0,2023-09-09
261,1,47,10,5,KGID100261,Avni,2002-07-27,F,O+,0,2006-02-15
262,1,48,6,5,KGID100262,Onveer,1992-09-02,M,O-,0,1997-07-10
263,1,48,9,1,KGID100263,Aryan,2002-02-02,M,A-,0,2007-05-16
264,1,48,10,2,KGID100264,Omya,1968-02-25,F,O+,0,2006-01-02
265,1,48,10,1,KGID100265,Chanakya,1995-09-06,M,B+,0,2000-12-16
266,1,48,10,2,KGID100266,Jagdish,1970-08-17,M,B-,0,2007-12-19
267,1,48,7,2,KGID100267,Fitan,1998-07-10,M,AB+,0,2019-01-20
268,1,48,10,6,KGID100268,Yagnesh,1973-09-02,M,O+,0,1997-10-11
269,1,48,10,1,KGID100269,Harrison,1988-06-08,M,B+,0,2014-11-26
270,1,48,7,3,KGID100270,Jonathan,1979-07-05,M,AB+,0,2016-11-05
271,1,48,10,3,KGID100271,Balveer,1969-05-17,M,B+,0,2003-08-03
272,1,48,10,3,KGID100272,Harsh,1980-02-09,M,B-,0,2012-12-22
273,1,48,7,1,KGID100273,Lakshit,1978-01-29,M,B+,0,2014-12-31
274,1,49,10,2,KGID100274,Maanav,1996-10-10,M,O-,0,1999-04-22
275,1,49,10,1,KGID100275,Mohammed,1977-01-14,M,AB+,0,2010-06-23
276,1,49,10,6,KGID100276,Maanav,2000-01-07,M,B+,0,2023-02-09
277,1,49,6,1,KGID100277,Irya,1983-03-17,F,AB+,0,2020-09-01
278,1,49,10,1,KGID100278,Patrick,1982-05-04,M,O-,0,2010-02-28
279,1,49,10,6,KGID100279,Jairaj,1969-08-15,M,AB+,0,2020-11-17
280,1,49,5,2,KGID100280,Krish,1984-04-03,M,O-,0,2008-05-17
281,1,49,7,3,KGID100281,Daksh,1991-09-26,M,A+,0,2019-09-12
282,1,49,10,4,KGID100282,Anthony,1989-12-15,M,A-,0,2016-03-27
283,1,49,7,2,KGID100283,Zansi,1971-10-12,F,O+,0,2000-10-19
284,1,49,9,5,KGID100284,Samaksh,1978-06-17,M,A-,0,2025-01-16
285,1,49,10,6,KGID100285,Akshay,1969-05-19,M,O-,0,2021-12-13
286,1,49,10,2,KGID100286,Ishaan,1968-10-17,M,A-,0,1999-01-18
287,1,49,10,6,KGID100287,Wazir,1979-05-21,M,AB+,0,2025-05-04
288,1,49,9,6,KGID100288,Champak,1997-08-20,M,A-,0,2015-06-23
289,1,49,10,6,KGID100289,Aishani,1991-06-26,F,O+,0,2020-12-29
290,1,49,10,3,KGID100290,Jai,1987-05-03,M,O-,0,2000-12-23
291,1,50,10,4,KGID100291,Imaran,1976-11-28,M,AB+,0,2001-05-03
292,1,50,10,6,KGID100292,Tejas,1969-07-04,M,O-,0,1999-05-03
293,1,50,9,4,KGID100293,Viraj,1998-11-07,M,AB+,0,2024-11-15
294,1,50,7,1,KGID100294,Vritti,1979-12-23,F,AB+,0,2024-09-04
295,1,50,10,5,KGID100295,Anirudh,1976-01-02,M,AB+,0,2023-04-29
296,1,50,9,3,KGID100296,Xalak,2002-08-25,F,B-,0,2025-03-21
297,1,50,10,6,KGID100297,Naveen,1985-09-30,M,AB+,1,2022-01-14
298,1,50,9,3,KGID100298,Ronith,1967-10-28,M,O+,0,2014-09-16
299,1,51,10,5,KGID100299,Jagdish,2000-08-25,M,A+,0,2000-11-02
300,1,51,10,1,KGID100300,Zayan,1975-02-22,M,A-,0,2017-03-06
301,1,51,7,6,KGID100301,Ekapad,1982-06-29,M,A-,0,2001-12-10
302,1,51,9,2,KGID100302,Jeremiah,1984-07-19,M,O+,0,2007-10-13
303,1,51,7,2,KGID100303,Parth,1982-08-29,M,A-,0,2024-09-29
304,1,51,9,6,KGID100304,Praneel,1996-12-18,M,O-,0,2020-05-18
305,1,51,7,6,KGID100305,Veer,1973-09-15,M,B-,0,1999-05-23
306,1,51,7,5,KGID100306,Dalbir,1985-06-29,M,O+,0,2004-05-12
307,1,51,5,3,KGID100307,Qasim,1978-09-29,M,O-,0,2001-02-16
308,1,51,10,1,KGID100308,Benjamin,1973-11-08,M,O+,0,2003-02-22
309,1,51,7,6,KGID100309,Samaksh,1985-12-09,M,A-,0,2014-10-02
310,1,51,7,2,KGID100310,Tarak,2002-11-21,M,A-,0,2024-01-14
311,1,51,6,5,KGID100311,Lakshit,2002-05-06,M,O-,0,2010-04-01
312,1,51,10,3,KGID100312,Falan,1989-07-19,M,B-,0,2002-01-23
313,1,52,7,4,KGID100313,Ayaan,1984-08-31,M,B+,0,1998-09-13
314,1,52,6,4,KGID100314,Ishwar,1973-03-10,M,O-,0,2024-01-18
315,1,52,9,4,KGID100315,Wridesh,1978-04-07,M,AB+,0,2015-02-06
316,1,52,9,4,KGID100316,Darpan,1995-11-04,M,B+,0,2013-12-28
317,1,52,10,3,KGID100317,Rajata,1967-08-23,F,A+,0,2014-04-27
318,1,52,9,1,KGID100318,Lila,1973-06-11,F,B-,0,2009-06-01
319,1,52,10,2,KGID100319,Nirja,1993-11-25,F,O+,0,2019-09-05
320,1,52,6,1,KGID100320,Pratyush,1988-06-10,M,B+,0,1997-03-13
321,1,52,6,4,KGID100321,Varsha,1999-06-09,F,A+,0,2007-09-09
322,1,52,10,1,KGID100322,Anirudh,1977-09-24,M,O+,0,2018-01-23
323,1,52,10,6,KGID100323,Daksh,1975-01-29,M,B-,0,2003-02-17
324,1,52,10,4,KGID100324,Udarsh,1982-05-20,M,B-,0,2008-10-02
325,1,52,9,5,KGID100325,Abhiram,1999-03-10,M,A+,0,2006-07-20
326,1,52,10,2,KGID100326,Chanakya,1981-11-19,M,A-,0,1997-03-21
327,1,52,10,3,KGID100327,Dalbir,1981-03-15,M,B+,0,2019-08-12
